sequence,part,module,exercise,activity,block_type,content_type,input_type,tool_id,connection_id,content
524,2,2,1,0,content,heading,,,,The Five Designer Mindsets¹
525,2,2,1,0,content,instruction,,,,**Curiosity** – Be curious. You are going to be speaking to people. People love to feel interesting. Being genuinely interested in the people you are talking to will make every interaction you have a more positive one.
526,2,2,1,0,content,instruction,,,,"**Bias to action** – When it is time, take action. When in doubt, take action. You can research and postulate and imagine all day every day. A certain amount of preparation is good and necessary, but preparation has diminishing returns. Sooner rather than later, you need to go out and take action."
527,2,2,1,0,content,instruction,,,,**Reframing** – Otherwise known as a change of perspective. Some problems are insurmountable. Most problems are opportunities. Learning to see obstacles as opportunities will pay dividends in all aspects of life.
528,2,2,1,0,content,instruction,,,,"*Before:* ""I have applied to every job I qualify for, and none of them are answering me. I will never find a job."""
529,2,2,1,0,content,instruction,,,,"*After:* ""I have tried applying for jobs using traditional methods. I need to change how I am looking for a job."""
530,2,2,1,0,content,instruction,,,,"**Awareness** – The human brain is always looking for ways to optimize. The more aware you are of what is going on around you, the more likely you are to recognize opportunity when it comes."
531,2,2,1,0,content,instruction,,,,**Radical collaboration** – People. Know that everything in the world of work and creation is made up of people. The most abundant resource you have is not the internet. It is the people you know.
532,2,2,1,1,content,heading,,,,Activity 2.2.1a: Mindset Character Profiles
533,2,2,1,1,content,instruction,,,,"Find a character from a book, series, movie, or real life for each mindset. The mindset should be that character's defining quality."
534,2,2,1,1,tool,,,mindset_profiles,,Select a character for each of the five mindsets.
535,2,2,1,1,prompt,,textarea,,,Defend your choices. Explain how and why these characters exemplify the mindset. Give examples.
536,2,2,1,1,prompt,,textarea,,,What does embodying the mindset help the character to accomplish?
537,2,2,2,0,content,heading,,,,Exercise 2.2.2: Action Triggers
538,2,2,2,0,content,instruction,,,,"**Purpose:** Define your goals, confront your fears, and develop strategies for action."
539,2,2,2,0,content,heading,,,,Eight Principles for Action
540,2,2,2,0,content,instruction,,,,1. Focus on the task at hand. *The one who chases two rabbits catches none.*
541,2,2,2,0,content,instruction,,,,"2. Use the skills you have, not the ones you don't. *A bird in the hand is worth two in the bush.*"
542,2,2,2,0,content,instruction,,,,3. Find your inspiration. Reproduce or create your most successful scenarios.
543,2,2,2,0,content,instruction,,,,4. Set your intentions and follow through.
544,2,2,2,0,content,instruction,,,,"5. Aim for the moon; if you miss, you'll land in the stars."
545,2,2,2,0,content,instruction,,,,6. Embrace fear. Get comfortable being uncomfortable. Move through fear into the unknown.
546,2,2,2,0,content,instruction,,,,"7. Take massive action. Hypothesize, act, observe, adjust, iterate."
547,2,2,2,0,content,instruction,,,,8. Persevere. Be relentless.⁴ Never stop. *Remember that the tortoise beats the hare.*
548,2,2,2,1,content,heading,,,,Activity 2.2.2a: Defining Success
549,2,2,2,1,content,instruction,,,,"I want you to aim for the moon. So, now, define your ""moon."" Be specific. How much wealth? How much income? What material desires? What organizations, businesses, or non-profits need to exist? Dream it all, and write it all down."
550,2,2,2,1,prompt,,textarea,,,What do you need to survive?
551,2,2,2,1,prompt,,textarea,,,How would a comfortable life for you look?
552,2,2,2,1,prompt,,textarea,,,What does happiness mean to you?
553,2,2,2,1,prompt,,textarea,,,What is your definition of success?
554,2,2,2,1,prompt,,textarea,,,"If you had three wishes, what would they be?"
555,2,2,2,1,prompt,,textarea,,,Describe your dream life.
556,2,2,2,1,prompt,,textarea,,,What are you willing to do to achieve your standards?
557,2,2,2,2,content,heading,,,,Activity 2.2.2b: Confronting Fear
558,2,2,2,2,prompt,,textarea,,,What strikes fear into your bones?
559,2,2,2,2,prompt,,textarea,,,Detail some actions you think you could take to conquer those fears.
560,2,2,2,2,prompt,,textarea,,,What situation over the next year are you afraid of failing?
561,2,2,2,2,prompt,,textarea,,,Give three opportunistic perspectives on that situation. (Practice reframing)
562,2,2,2,2,prompt,,textarea,,,Brainstorm actions you could take to excel in that situation.
563,2,2,2,3,content,heading,,,,Activity 2.2.2c: Building on Past Success
564,2,2,2,3,prompt,,textarea,,,Describe a time you overcame your fear.
565,2,2,2,3,prompt,,textarea,,,Have you ever had an authority figure who motivated you? What about that person motivated you?
566,2,2,2,4,content,heading,,,,Activity 2.2.2d: Resilience Planning
567,2,2,2,4,prompt,,textarea,,,What is the worst possible situation you can accept for your life?
568,2,2,2,4,prompt,,textarea,,,"Describe the last time you were down. (Financially, emotionally, in performance—you choose your frame)"
569,2,2,2,4,prompt,,textarea,,,What did you do to improve your situation?
570,2,2,2,4,prompt,,textarea,,,What could you have done better?
571,2,2,3,0,content,heading,,,,Exercise 2.2.3: Reframing Failure
572,2,2,3,0,content,instruction,,,,**Purpose:** Transform failures into growth opportunities through systematic reflection.
573,2,2,3,0,content,instruction,,,,"Failure is no longer an end. Life is not a pass or fail test. Sometimes, things do not work the way we expect. So, either change what you expect or change the way it works. Reframing failure is an extension of being mindful."
574,2,2,3,1,content,heading,,,,Activity 2.2.3a: Failure Log & Reframe (Ongoing)
575,2,2,3,1,content,instruction,,,,"Look back over the last week (or month or year), and log your failures. Label them as screwups, weaknesses, or growth opportunities. Reframe each as an opportunity for growth."
576,2,2,3,1,tool,,,failure_reframer,,Log and reframe your failures as growth opportunities.
577,2,2,3,1,content,instruction,,,,**Repeat at the end of each week** to build the habit of reflection and growth.
578,2,2,3,1,content,heading,,,,Understanding the Reframing Process
579,2,2,3,1,content,instruction,,,,"Often, life is a numbers game. If you try enough times, eventually something will work. You need to go a step beyond random trials. Record your mishaps, reflect on them, and adjust your behavior accordingly. **Do not fail the same way twice.** Failure is not an end; it is a means to learn."
580,2,2,3,1,content,instruction,,,,Practice reframing in your daily life. Change your perspective to see opportunity in every instance:
581,2,2,3,1,content,instruction,,,,"- Lost your keys? → Memory exercise<br>- Family argument? → Practice diplomacy, communication, and negotiation<br>- Not enough time? → Streamline for efficiency"
582,2,2,3,0,content,heading,,,,Module 2.2 Footnotes
583,2,2,3,0,content,note,,,,"1. Burnett, Bill, and Dave Evans. *Designing Your Life.* The five designer mindsets form the mental framework for approaching career design with creativity and resilience."
584,2,2,3,0,content,note,,,,"3. Bolles, Richard N. *What Color Is Your Parachute?* Networking and informational interviewing are far more effective than traditional application methods."
585,2,2,3,0,content,note,,,,"4. Grover, Tim S. *Relentless: From Good to Great to Unstoppable.* New York: Scribner, 2013."
586,2,2,3,0,content,instruction,,,,**Module 2.2 Complete**<br>Next: Module 2.3 - Landmarking
587,2,3,0,0,content,heading,,,,Module 2.3: Landmarking
588,2,3,0,0,content,heading,,,,Module Overview
589,2,3,0,0,content,instruction,,,,"**Focus:** Generating possibilities and making career choices<br>**Purpose:** Use idea trees to brainstorm potential career paths, then select three viable options for your future<br>**Estimated Time:** 2-2.5 hours<br>**Key Tools:** Idea Tree Builder, flow tracking data from Exercise 1.3.2<br>**Group Activity:** Recommended for Exercise 2.3.1"
590,2,3,0,0,content,instruction,,,,**Outputs:**
591,2,3,0,0,content,instruction,,,,- Three idea trees
592,2,3,0,0,content,instruction,,,,- 9+ job possibilities
593,2,3,0,0,content,instruction,,,,- Three defined career options
594,2,3,0,0,content,heading,,,,Introduction
595,2,3,0,0,content,instruction,,,,"I cannot state enough how impactful today's activities can be, no matter how far along you are in your process. By opening your mind to your own ideas and building neural paths to stimulate and support creativity, you are practicing one of the most highly valued skills in the information economy—**innovation**."
596,2,3,1,0,content,heading,,,,Exercise 2.3.1: New Growth (Idea Trees)
597,2,3,1,0,content,instruction,,,,**Purpose:** Generate a wide range of career possibilities through associative brainstorming.
598,2,3,1,0,content,instruction,,,,"When plants grow, they send out shoots in many directions. They don't reach in every direction, but they give themselves plenty of opportunities, knowing that not all of them will grow into significant parts of the plant."
599,2,3,1,0,content,instruction,,,,"For this step, you are going to create three idea trees. The process is simple—don't overthink it. As before, the important thing right now is **quantity**. We, as people, make better choices when we can choose between multiple options."
600,2,3,1,0,content,instruction,,,,"You are going to start with the trunk. Then, add 3-4 branches. Next, each branch gets 3-4 more branches. Finally, one more round of branches."
601,2,3,1,0,content,instruction,,,,**DO NOT CENSOR YOUR IDEAS. ALL IDEAS ARE WELCOME.**
602,2,3,1,1,content,heading,,,,Activity 2.3.1a: Idea Tree Creation
603,2,3,1,1,content,instruction,,,C024,"Review the topics or situations which both energize and captivate you (from Exercise 1.3.2: Flow State Mapping), and choose the three which interest and engage you the most for your starting words."
604,2,3,1,1,tool,,,idea_tree,C024,Tree 1
605,2,3,1,1,tool,,,idea_tree,,Tree 2
606,2,3,1,1,tool,,,idea_tree,,Tree 3
607,2,3,2,0,content,heading,,,,Exercise 2.3.2: Reading the Leaves
608,2,3,2,0,content,instruction,,,,**Purpose:** Transform your idea tree concepts into potential job possibilities.
609,2,3,2,0,content,instruction,,,,You are now going to take the ideas you have generated and brainstorm jobs that combine them. This doesn't need to be realistic. The point of this exercise is to practice exploring ideas. **Imagination is the key.**
610,2,3,2,0,content,heading,,,,Examples
611,2,3,2,0,content,instruction,,,,"**Example 1:** Let's say the three ideas I choose from my first idea tree are: dogs, economics, and mountains. I could breed and sell dogs in the mountains. I could start a business for dog and owner retreats in the mountains."
612,2,3,2,0,content,instruction,,,,"**Example 2:** Let's say the three ideas I choose from my second idea tree are: travel, dance, and teaching. I could teach different styles of dance from around the world. I could find and exhibit various forms of dance on a YouTube channel."
613,2,3,2,1,content,heading,,,,Activity 2.3.2a: Combining Ideas into Jobs
614,2,3,2,1,content,instruction,,,,"You have these three ""trees"" with all sorts of interconnected ideas on them. Start with just one tree."
615,2,3,2,1,content,instruction,,,,1. Pick three ideas from the outermost layer of branches. Pick them with genuine interest.<br>2. Think of jobs that combine all three of those ideas.<br>3. Repeat for each tree.
616,2,3,2,1,tool,,,job_combiner,PREV,Combine ideas from your trees into potential jobs.
617,2,3,2,1,content,heading,,,,Reflection
618,2,3,2,1,content,instruction,,,,"It is entirely possible that you just stumbled upon a great idea or even a few great ideas. If that is you, CONGRATULATIONS. If not, don't worry. Most people don't."
619,2,3,2,1,content,instruction,,,,**The goal is to get used to generating ideas without judgment. Imagination is the essence of creativity; creativity is the basis of innovation.**
620,2,3,3,0,content,heading,,,,Exercise 2.3.3: Making Choices
621,2,3,3,0,content,instruction,,,,**Purpose:** Select three career paths to develop into full plans.
622,2,3,3,0,content,instruction,,,,"Now you are going to make a few decisions. For some, this will be easy. For others, this will be a painstaking process. Take your time and sincerely consider your options. There is no right answer."
623,2,3,3,0,content,instruction,,,,"Life is a bit like looking up from the trunk of a tree. Look for the leaves you want to reach, and go that direction. Most paths don't lead straight to the leaves you want; there are many decisions to make between where you are and where you want to go."
624,2,3,3,0,content,heading,,,,Guidelines for Your Three Options
625,2,3,3,0,content,instruction,,,,Design and plan three full options for your future. You are not choosing a specific place to work. You are picking a **profession**.
626,2,3,3,0,content,instruction,,,,*Examples: Underwater Welder. High school Spanish teacher. Quality control manager for toy manufacturers.*
627,2,3,3,0,content,instruction,,,C025,"When making your choices, consider your skills and talents, but keep in mind that you can usually learn more skills than you expect on the job. There are jobs which have strict entrance requirements. Every industry has multiple layers—search for ones that fit your skills and potential."
628,2,3,3,1,content,heading,,,,Activity 2.3.3a: Defining Your Three Options
629,2,3,3,1,content,instruction,,,,**Option 1: Your First Choice**<br>The one that meets your real-world needs and utilizes your skills and interests the most.
630,2,3,3,1,prompt,,textarea,,,Career Option 1:
631,2,3,3,1,content,instruction,,,,"**Option 2: Your Second Choice**<br>This would be your first choice if the first one didn't exist. This one should be just as good as the first, but definitively different."
632,2,3,3,1,prompt,,textarea,,,Career Option 2:
633,2,3,3,1,content,instruction,,,,**Option 3: Your Long Shot**<br>This would be your choice if there were no restraining factors. This is your chance to write down the long shot. Maybe you love the idea but don't think you have a chance. The third is my favorite pick of the three.
634,2,3,3,1,prompt,,textarea,,,Career Option 3:
635,2,3,3,0,content,heading,,,,Module 2.3 Footnotes
636,2,3,3,0,content,note,,,,"5. Banayan, Alex. *The Third Door.* New York: Currency, 2018. The most successful people often found unconventional paths—""the third door""—rather than following traditional routes."
637,2,3,3,0,content,note,,,,"6. Blake, Jenny. *Pivot: The Only Move That Matters Is Your Next One.* New York: Portfolio/Penguin, 2016."
638,2,3,3,0,content,instruction,,,,**Module 2.3 Complete**<br>Next: Module 2.4 - Launching Pad
639,2,4,0,0,content,heading,,,,Module 2.4: Launching Pad
640,2,4,0,0,content,heading,,,,Module Overview
641,2,4,0,0,content,instruction,,,,**Focus:** Planning and evaluating your three career options<br>**Purpose:** Develop detailed 5-year plans for each career path and assess their viability through resource analysis<br>**Estimated Time:** 1.5-2 hours<br>**Key Tools:** Career Path Planner
642,2,4,0,0,content,instruction,,,,**Outputs:**
643,2,4,0,0,content,instruction,,,,- Three 5-year career timelines
644,2,4,0,0,content,instruction,,,,"- Support ratings for each path (resources, excitement, confidence, coherence)"
645,2,4,0,0,content,instruction,,,,- Research questions for each path
646,2,4,0,0,content,heading,,,,Introduction
647,2,4,0,0,content,instruction,,,C026,Plan out each of your ideas from Exercise 2.3.3 (Making Choices). You will do the same three steps for each of your three choices.
648,2,4,1,0,content,heading,,,,Exercise 2.4.1: Framework Development
649,2,4,1,0,content,instruction,,,,**Purpose:** Create detailed timelines and titles for each career path.
650,2,4,1,1,content,heading,,,,Activity 2.4.1a: Career Path Timelines
651,2,4,1,1,content,instruction,,,C026,"For each of your three career options, create a timeline that includes work events and life events. Five years is a good guideline."
652,2,4,1,1,tool,,,career_timeline,C026,Option 1 Timeline
653,2,4,1,1,tool,,,career_timeline,,Option 2 Timeline
654,2,4,1,1,tool,,,career_timeline,,Option 3 Timeline
655,2,4,1,2,content,heading,,,,Activity 2.4.1b: Career Path Titles
656,2,4,1,2,content,instruction,,,,"Once you have designed a timeline, give this life option—this branch of your tree—a complete and accurate title. Describe your potential life in a way that suits you now, your roots, and this future."
657,2,4,1,2,prompt,,text,,,Option 1 Title:
658,2,4,1,2,prompt,,text,,,Option 2 Title:
659,2,4,1,2,prompt,,text,,,Option 3 Title:
660,2,4,2,0,content,heading,,,,Exercise 2.4.2: Support Assessment
661,2,4,2,0,content,instruction,,,,"**Purpose:** Evaluate the resources, excitement, and viability of each career path."
662,2,4,2,0,content,instruction,,,,"Gauge each of the following out of 10 (0 being little to none, 10 being extremely strong). Give detailed examples and explain in as much detail as you can."
663,2,4,2,1,content,heading,,,,Activity 2.4.2a: Option 1 Assessment
664,2,4,2,1,tool,,,career_assessment,C026,Assess Career Option 1
665,2,4,2,2,content,heading,,,,Activity 2.4.2b: Option 2 Assessment
666,2,4,2,2,tool,,,career_assessment,,Assess Career Option 2
667,2,4,2,3,content,heading,,,,Activity 2.4.2c: Option 3 Assessment
668,2,4,2,3,tool,,,career_assessment,,Assess Career Option 3
669,2,4,3,0,content,heading,,,,Exercise 2.4.3: Unknowns Identification
670,2,4,3,0,content,instruction,,,,**Purpose:** Articulate the questions you need to answer as you pursue each path.
671,2,4,3,0,content,instruction,,,,It is crucial that you approach your future with genuine curiosity. You need to have some questions you are seeking answers to as you move down any path in life.
672,2,4,3,0,content,instruction,,,,**Consider:**<br>- What is uncertain?<br>- What will you need to learn to be successful on this path?<br>- What ideas or realities will you explore on this path?<br>- What are you going to learn from pursuing this path?
673,2,4,3,1,content,heading,,,,Activity 2.4.3a: Option 1 Questions
674,2,4,3,1,tool,,,list_builder,,List 2-5 questions for Career Option 1
675,2,4,3,2,content,heading,,,,Activity 2.4.3b: Option 2 Questions
676,2,4,3,2,tool,,,list_builder,,List 2-5 questions for Career Option 2
677,2,4,3,3,content,heading,,,,Activity 2.4.3c: Option 3 Questions
678,2,4,3,3,tool,,,list_builder,,List 2-5 questions for Career Option 3
679,2,4,3,0,content,heading,,,,Module 2.4 Footnotes
680,2,4,3,0,content,note,,,,"6. Blake, Jenny. *Pivot.* Blake's framework emphasizes creating multiple options and evaluating them systematically before committing."
681,2,4,3,0,content,instruction,,,,**Module 2.4 Complete**<br>Next: Module 2.5 - Story Weaving
682,2,5,0,0,content,heading,,,,Module 2.5: Story Weaving
683,2,5,0,0,content,heading,,,,Module Overview
684,2,5,0,0,content,instruction,,,,"**Focus:** Crafting your professional identity story<br>**Purpose:** Construct a compelling, authentic narrative that connects your past, present, and future while positioning you for your target career<br>**Estimated Time:** 2.5-3 hours<br>**Key Tools:** SOARED Framework, Competency Framework"
685,2,5,0,0,content,instruction,,,,**Outputs:**
686,2,5,0,0,content,instruction,,,,- Target competency level identification
687,2,5,0,0,content,instruction,,,,- Story framework understanding
688,2,5,0,0,content,instruction,,,,- 1-page identity story
689,2,5,0,0,content,instruction,,,,- 1-page allegory (professional story)
690,2,5,0,0,content,heading,,,,Introduction
691,2,5,0,0,content,instruction,,,,"To finish this part, you will be constructing your story. You have analyzed your past, identified your compass, and laid out three potential futures. Now, it is time to connect the dots and form a cohesive and coherent story which presents you in the best and most accurate light possible."
692,2,5,0,0,content,instruction,,,,"If you are not entirely satisfied with what you think your story is, then you are not looking at it in the right light. **Every single person has a good story to tell**—seeing and understanding yours is a matter of perspective and construction."
693,2,5,1,0,content,heading,,,,Exercise 2.5.1: Choosing Your Level
694,2,5,1,0,content,instruction,,,,**Purpose:** Identify your target professional level to guide your story and presentation.
695,2,5,1,0,content,instruction,,,,"The purpose of this exercise is to determine the level of business you are targeting. Are you an executive who enjoys the big picture, or are you best served dealing with your own needs?"
696,2,5,1,0,content,heading,,,,The Five Competency Levels¹⁰
697,2,5,1,0,content,instruction,,,,"**Level 1** is typically associated with jobs such as Assistants, Secretaries, Technicians, and Operators."
698,2,5,1,0,content,instruction,,,,"**Level 2** is typically associated with jobs such as Statisticians, Management Assistants, Logistics Officers, Engineers, and Documentation specialists."
699,2,5,1,0,content,instruction,,,,"**Level 3** is typically associated with jobs such as Economists, Policy Analysts, IT Analysts, Developers, and HR Advisers."
700,2,5,1,0,content,instruction,,,,"**Level 4** is typically associated with jobs such as Senior Economists, Senior Analysts, Leads, or Managers."
701,2,5,1,0,content,instruction,,,,"**Level 5** is typically associated with jobs such as Heads of Division, Counsellors, Deputy Directors, C-level Officers, and Directors."
702,2,5,1,1,content,heading,,,,Activity 2.5.1a: Level Identification
703,2,5,1,1,content,instruction,,,,"Your specific role may not be listed. If that is the case, make the best estimation you can. Review the Competency Framework in Resources for details on each level."
704,2,5,1,1,prompt,,select,,,My target level: (1-5)
705,2,5,1,1,prompt,,textarea,,,Competencies I can demonstrate:
706,2,5,1,1,prompt,,textarea,,,Competencies I need to develop:
707,2,5,2,0,content,heading,,,,Exercise 2.5.2: Persuasive Storytelling
708,2,5,2,0,content,instruction,,,,**Purpose:** Learn the four elements of compelling professional storytelling.
709,2,5,2,0,content,heading,,,,"Element 1: Motive (The ""Why"")"
710,2,5,2,0,content,instruction,,,,"The first thing to understand when crafting a persuasive story is the ""why."" Why are you telling this story? A story is the most effective way to communicate any complex ideas."
711,2,5,2,0,content,instruction,,,,"**A single well-told and well-chosen story will give your audience a firm idea of who you are, what your morals are, what you stand for, and how worthy of their time and resources you are.**"
712,2,5,2,0,content,instruction,,,,"The key to a good story is **authenticity**. Be who you are, not whom you think you are supposed to be. Refer back to your compass, your light (Exercise 2.1.3)."
713,2,5,2,1,content,heading,,,,Activity 2.5.2a: Motive Clarification
714,2,5,2,1,prompt,,textarea,,,What do you want to achieve by telling your story?
715,2,5,2,1,content,heading,,,,Element 2: Purpose (Your Theme)
716,2,5,2,1,content,instruction,,,,"The second big step is to identify your purpose. A life with purpose is a life worth living. Take a look at your life, the work you have done, and all you have accomplished. What themes tie all of them together?"
717,2,5,2,1,content,instruction,,,C027,Reflect upon your roots (Part 1) and your value compass (Exercise 2.1.3). Consider your life values and your work values—the theme you want to identify is one that draws a line between the two.
718,2,5,2,2,content,heading,,,,Activity 2.5.2b: Purpose Exploration
719,2,5,2,2,prompt,,textarea,,,"**In 10 words or less, what is the theme or meaning that ties your life together?**"
720,2,5,2,2,content,heading,,,,Element 3: Content (Your Stories)
721,2,5,2,2,content,instruction,,,,The third part to telling a persuasive story is the actual content of the story. The story needs to be consistent and coherent while demonstrating your values and purpose.
722,2,5,2,2,content,heading,,,,**Focus on Turning Points**
723,2,5,2,2,content,instruction,,,,One of the most effective ways of achieving this is to focus on the turning points of your life. What stories from your past helped to shape you into the person you are today?
724,2,5,2,2,content,heading,,,,**The Hero's Journey⁷**
725,2,5,2,2,content,instruction,,,,"People generally love a hero's tale. The wonder and inspiration encapsulated by venturing into the unknown, overcoming a series of trials, and returning to face the world born anew are classic and effective. **Authenticity does not mean remaining the same person. It means owning your journey.**"
726,2,5,2,2,content,heading,,,,**Content Guidelines**
727,2,5,2,2,content,instruction,,,,- **Demonstrate a balanced life.** Display your human nature while preserving your professionalism.
728,2,5,2,2,content,instruction,,,,- **Tell stories of triumph.** Positivity and success tend to resonate the way we want them to.
729,2,5,2,2,content,instruction,,,,"- **Practice humility.** Do not gloat, brag, or be overly self-congratulatory."
730,2,5,2,2,content,instruction,,,,- **Include emotional reality.** Emotion is significantly stronger than reason.
731,2,5,2,2,content,instruction,,,,- **Use limited humor.** Using limited humor shows mastery over your faults.
732,2,5,2,2,content,instruction,,,,"- **Provide context.** Construct a visceral, emotionally relatable story."
733,2,5,2,3,content,heading,,,,Activity 2.5.2c: Content Development
734,2,5,2,3,prompt,,textarea,C028,,List 3-10 evocative stories from your past. (Remember your SOARED stories from Exercise 1.1.1c)
735,2,5,2,3,prompt,,textarea,,,"Quickly jot down emotions, adjectives, and other vital descriptors associated with each story."
736,2,5,2,3,prompt,,textarea,,,"Describe the life lesson you learned in every story, using six words or less for each."
737,2,5,2,3,prompt,,textarea,,,How does each of these life lessons tie into the theme of your life? Be explicit.
738,2,5,2,3,content,heading,,,,Element 4: Audience (Preparation)
739,2,5,2,3,content,instruction,,,,The final thing to consider when constructing a persuasive story is your audience. Prepare your story to fit your audience.
740,2,5,2,3,content,instruction,,,,"**The best stories align you, the people in the room, and the organization at large into a cohesive and logical picture.** Tell your story in a way that demonstrates how well you fit without explicitly saying it."
741,2,5,2,4,content,heading,,,,Activity 2.5.2d: Audience Awareness
742,2,5,2,4,prompt,,textarea,,,Record 2-5 times you built a fantastic rapport with someone.
743,2,5,2,4,prompt,,textarea,,,What made those interactions successful?
744,2,5,3,0,content,heading,,,,Exercise 2.5.3: Drafting Your Story
745,2,5,3,0,content,instruction,,,,**Purpose:** Write your complete identity story and professional allegory using the SOARED framework.
746,2,5,3,0,content,instruction,,,C029,The acronym I teach for storytelling is SOARED. (You used this in Exercise 1.1.1c.) I don't just want you to describe a time you were successful—tell stories of when you truly soared.
747,2,5,3,0,content,instruction,,,,"**S**ituation – describe the setting, what was happening<br>**O**bstacle – what was the problem, the disruption, which had to be overcome<br>**A**ction – what action did you take to surmount the obstacle<br>**R**esults – what was the result of your action; was the problem solved or not<br>**E**valuation – did you do everything you could have; what did you miss or how did you succeed<br>**D**iscovery – in hindsight, what have you learned from the event"
748,2,5,3,0,content,heading,,,,Story Guidelines⁸
749,2,5,3,0,content,instruction,,,,"According to Stephen Denning's storytelling framework, effective identity stories should demonstrate:"
750,2,5,3,0,content,instruction,,,,- **Relevance:** Does it reflect the kind of person you are to the necessary audience?
751,2,5,3,0,content,instruction,,,,- **Clarity:** Is your role in the story clear? Are your values reflected clearly in the story?
752,2,5,3,0,content,instruction,,,,- **Distinctiveness:** Does the story indicate what is unique about you?
753,2,5,3,0,content,instruction,,,,- **Consistency:** Is the story consistent with the way you conduct your life now?
754,2,5,3,1,content,heading,,,,Activity 2.5.3a: Identity Story
755,2,5,3,1,content,instruction,,,,**Your First Story: The Identity Story**
756,2,5,3,1,content,instruction,,,,"This is not an autobiography. It should be about 1 page typed and needs to make sense of your values, work history, future goals, and your life mission. It is the story you tell yourself, the ideal which you try to live by."
757,2,5,3,1,prompt,,textarea,,,Write your identity story here (approximately 1 page):
758,2,5,3,2,content,heading,,,,Activity 2.5.3b: Professional Allegory
759,2,5,3,2,content,instruction,,,,**Your Second Story: The Allegory**
760,2,5,3,2,content,instruction,,,,"This single allegory should provide a window into your entire life. When done correctly, this story will communicate some combination of your values, your character, and your passion to the listener, without explicitly stating any of them."
761,2,5,3,2,content,instruction,,,,Use real stories from your past. Consider:<br>- A favorite place when you were young and what made it special<br>- How you overcame adversity or an obstacle when you were young<br>- An incident with someone whom you admired or who influenced you<br>- The most significant thing that happened to you when you were young
762,2,5,3,2,prompt,,textarea,,,Write your allegory here (approximately 1 page):
763,2,5,3,0,content,heading,,,,Module 2.5 Footnotes
764,2,5,3,0,content,note,,,,"7. Campbell, Joseph. *The Hero with a Thousand Faces.* Princeton University Press, 1949. Campbell's monomyth structure provides the universal framework for personal narrative."
765,2,5,3,0,content,note,,,,"8. Denning, Stephen. *The Leader's Guide to Storytelling.* San Francisco: Jossey-Bass, 2005. Denning's four criteria for identity stories guide the construction of effective professional narratives."
766,2,5,3,0,content,note,,,,"9. Slim, Pamela. *Body of Work.* New York: Portfolio/Penguin, 2013. Slim's concept of ""body of work"" informs weaving diverse experiences into a coherent professional narrative."
767,2,5,3,0,content,note,,,,"10. Organisation for Economic Co-operation and Development (OECD). ""Competency Framework."" The five-level competency framework is adapted from OECD standards."
768,2,5,3,0,content,note,,,,11. SOARED Framework is an original tool created by Braedon Long for this program.
769,2,5,3,0,content,instruction,,,,**Module 2.5 Complete**<br>**Part 2: Trunk Complete**
770,2,5,0,0,content,heading,,,,Part 2 Summary
771,2,5,0,0,content,instruction,,,,You have now:
772,2,5,0,0,content,instruction,,,,- ✅ Assessed your current life state
773,2,5,0,0,content,instruction,,,,- ✅ Clarified your work values and life values
774,2,5,0,0,content,instruction,,,,"- ✅ Identified your value compass (your ""light"")"
775,2,5,0,0,content,instruction,,,,- ✅ Internalized the five designer mindsets
776,2,5,0,0,content,instruction,,,,- ✅ Established a reframing practice
777,2,5,0,0,content,instruction,,,,- ✅ Generated career possibilities through idea trees
778,2,5,0,0,content,instruction,,,,- ✅ Selected three career options
779,2,5,0,0,content,instruction,,,,- ✅ Created 5-year plans for each option
780,2,5,0,0,content,instruction,,,,- ✅ Identified your target competency level
781,2,5,0,0,content,instruction,,,,- ✅ Written your identity story and allegory
782,2,5,0,0,content,instruction,,,,**Carry forward into Part 3:**
783,2,5,0,0,content,instruction,,,,- Your three career options (with ratings and questions)
784,2,5,0,0,content,instruction,,,,- Your identity story and allegory
785,2,5,0,0,content,instruction,,,,- Your value compass
786,2,5,0,0,content,instruction,,,,- The five mindsets
787,3,0,0,0,content,heading,,,,Part 3: Branches
788,3,0,0,0,content,heading,,,,Reaching Into the World
789,3,0,0,0,content,heading,,,,Overview
790,3,0,0,0,content,instruction,,,,Your roots are where you come from; they make you who you are and give you the foundation to reach towards the sky.
791,3,0,0,0,content,instruction,,,,"Your trunk is the present—it is the most robust and tangible part of you, where your past meets your future."
792,3,0,0,0,content,instruction,,,,"The branches above represent all the possible paths that lie in front of you. From the present, each is as likely as the next. You must understand these paths and grow towards your light."
793,3,0,0,0,content,instruction,,,C037,"Up to now, you have mapped out three potential futures, written out your story, and iterated your life mission."
794,3,0,0,0,content,instruction,,,,"From here, you are going to reach out into the world and find your next place of work. We've discussed before that the traditional method of finding work is not very effective.¹"
795,3,0,0,0,content,instruction,,,,"**You have a lot to do in this part.** In each activity, move quickly. Be confident that you are taking the right steps and take them. Nothing you do here is permanent."
796,3,0,0,0,content,instruction,,,,We are firm believers in the idea that there is an excellent job for every person on this planet.
797,3,0,0,0,content,instruction,,,,"Rather than following the beaten path, you are going to forge your own.² In this part, you are going to:"
798,3,0,0,0,content,instruction,,,,- Craft the image that you project into the world
799,3,0,0,0,content,instruction,,,,- Find companies who are doing things you are interested in
800,3,0,0,0,content,instruction,,,,- Find individuals doing the work you are interested in
801,3,0,0,0,content,instruction,,,,- Begin reaching out to those individuals
802,3,1,0,0,content,heading,,,,Module 3.1: Intentional Impressions
